"m","alpha","k","time","d_cpdag","TPR","FPR"
15,4,7,0.00598883628845215,11,0.764705882352941,0.0330188679245283
15,4,8,0.0062408447265625,11,0.764705882352941,0.0330188679245283
15,4,9,0.00617599487304688,11,0.764705882352941,0.0330188679245283
15,4,10,0.00562286376953125,13,0.588235294117647,0.027906976744186
15,4,11,0.00604701042175293,11,0.764705882352941,0.0330188679245283
15,4,12,0.00610589981079102,11,0.764705882352941,0.0330188679245283
15,4,13,0.00585412979125977,7,0.941176470588235,0.0287081339712919
15,4,14,0.00572800636291504,11,0.705882352941177,0.028169014084507
15,4,15,0.00595402717590332,11,0.764705882352941,0.0330188679245283
15,4,16,0.0062110424041748,11,0.764705882352941,0.0330188679245283
15,4,17,0.00603008270263672,11,0.764705882352941,0.0330188679245283
15,4,18,0.00590705871582031,11,0.764705882352941,0.0330188679245283
15,4,19,0.00612401962280273,11,0.764705882352941,0.0330188679245283
15,4,20,0.00585603713989258,11,0.764705882352941,0.0330188679245283
15,4,21,0.00598597526550293,11,0.764705882352941,0.0330188679245283
15,4,22,0.00776219367980957,11,0.764705882352941,0.0330188679245283
15,4,23,0.00592613220214844,13,0.588235294117647,0.027906976744186
15,4,24,0.00601100921630859,11,0.764705882352941,0.0330188679245283
15,4,25,0.00564408302307129,13,0.588235294117647,0.027906976744186
15,4,26,0.00609993934631348,11,0.764705882352941,0.0330188679245283
15,4,27,0.00591492652893066,11,0.764705882352941,0.0330188679245283
15,4,28,0.00570297241210938,11,0.705882352941177,0.028169014084507
15,4,29,0.00572299957275391,13,0.588235294117647,0.027906976744186
15,4,30,0.00499486923217773,9,0.823529411764706,0.028436018957346
20,4,1,0.00728797912597656,16,0.666666666666667,0.0208333333333333
20,4,2,0.00710296630859375,16,0.666666666666667,0.0208333333333333
20,4,3,0.00731706619262695,14,0.75,0.0209424083769634
20,4,4,0.00733685493469238,14,0.75,0.0209424083769634
20,4,5,0.0254549980163574,14,0.75,0.0209424083769634
20,4,6,0.00733613967895508,14,0.75,0.0209424083769634
20,4,7,0.00683999061584473,16,0.666666666666667,0.0208333333333333
20,4,8,0.00694513320922852,16,0.625,0.0181818181818182
20,4,9,0.00710797309875488,14,0.708333333333333,0.0182767624020888
20,4,10,0.00726699829101562,14,0.75,0.0209424083769634
20,4,11,0.00710797309875488,14,0.75,0.0209424083769634
20,4,12,0.00711798667907715,16,0.666666666666667,0.0208333333333333
20,4,13,0.00688600540161133,16,0.666666666666667,0.0208333333333333
20,4,14,0.00700616836547852,15,0.708333333333333,0.02088772845953
20,4,15,0.00720906257629395,14,0.75,0.0209424083769634
20,4,16,0.00722002983093262,14,0.75,0.0209424083769634
20,4,17,0.00697112083435059,14,0.708333333333333,0.0182767624020888
20,4,18,0.00650501251220703,15,0.708333333333333,0.02088772845953
20,4,19,0.00707411766052246,16,0.666666666666667,0.0208333333333333
20,4,20,0.00723695755004883,14,0.75,0.0209424083769634
20,4,21,0.00631117820739746,15,0.708333333333333,0.02088772845953
20,4,22,0.00724601745605469,14,0.75,0.0209424083769634
20,4,23,0.00720095634460449,16,0.666666666666667,0.0208333333333333
20,4,24,0.00751280784606934,16,0.666666666666667,0.0208333333333333
20,4,25,0.0070960521697998,16,0.666666666666667,0.0208333333333333
20,4,26,0.00623989105224609,14,0.75,0.0209424083769634
20,4,27,0.00707387924194336,14,0.75,0.0209424083769634
20,4,28,0.00727105140686035,14,0.75,0.0209424083769634
20,4,29,0.0063621997833252,15,0.708333333333333,0.02088772845953
20,4,30,0.0268759727478027,14,0.75,0.0209424083769634
