m,n,alpha,k,Time,RGAP,d_cpdag,SHDs,TPR,FPR
15,400,4,16,1.9537846249999973,2.682213092351412e-07,0,0.0,1.0,0.0
15,400,4,17,2.01740925,6.894770783216587e-10,0,0.0,1.0,0.0
15,400,4,18,1.5199902920000028,1.710300458324932e-06,2,1.0,0.9166666666666666,0.0
15,400,4,19,1.625691125000003,5.40016834503431e-09,0,0.0,1.0,0.0
15,400,4,20,3.1667277080000105,0.0,0,0.0,1.0,0.0
15,400,4,21,1.237900415999988,1.2787695498917784e-06,0,0.0,1.0,0.0
15,400,4,22,2.8933742499999937,3.0331578875820174e-06,0,0.0,1.0,0.0
15,400,4,23,0.9487840000000034,1.313002604769993e-05,2,1.0,0.9166666666666666,0.0
15,400,4,24,2.7090697499999976,1.7412955959925235e-05,0,0.0,1.0,0.0
15,400,4,25,4.988469334000001,1.1742167097647298e-06,2,1.0,0.9166666666666666,0.0
15,400,4,26,1.710240583000001,0.0,0,0.0,1.0,0.0
15,400,4,27,2.2834649580000104,3.2879759681077835e-09,0,0.0,1.0,0.0
15,400,4,28,2.3797977499999945,0.0,0,0.0,1.0,0.0
15,400,4,29,1.1596210000000013,8.791059265248806e-05,2,1.0,0.9166666666666666,0.0
15,400,4,30,1.4426779159999938,0.0,2,1.0,0.9166666666666666,0.0
20,400,4,1,8.684847708999996,5.3461143278234445e-09,0,0.0,1.0,0.0
20,400,4,2,9.974184875000006,3.239789595806312e-09,0,0.0,1.0,0.0
20,400,4,3,39.644595833,0.0,0,0.0,1.0,0.0
20,400,4,4,22.073546666,2.8906247299202594e-05,0,0.0,1.0,0.0
20,400,4,5,46.71662654099998,0.0,0,0.0,1.0,0.0
20,400,4,6,26.447631583000003,7.873936062244233e-05,0,0.0,1.0,0.0
20,400,4,7,5.173299124999971,5.619910104559078e-06,0,0.0,1.0,0.0
20,400,4,8,7.038886832999992,1.8158380154100893e-07,0,0.0,1.0,0.0
20,400,4,9,24.90802129100001,6.74575487094046e-05,0,0.0,1.0,0.0
20,400,4,10,57.556315041000005,2.0478880539662207e-05,2,0.0,1.0,0.0
20,400,4,11,42.53098349999999,0.0,2,1.0,0.9375,0.0
20,400,4,12,110.39942208399998,1.2084008695944621e-05,0,0.0,1.0,0.0
20,400,4,13,42.619147332999944,0.0,2,1.0,0.9375,0.0
20,400,4,14,25.832430457999976,4.476548750556621e-06,1,1.0,1.0,0.005747126436781609
20,400,4,15,33.00447666600007,9.318738214046515e-05,0,0.0,1.0,0.0
20,400,4,16,11.351699250000024,9.220602316723566e-05,0,0.0,1.0,0.0
20,400,4,17,74.21659020799996,4.431772427244515e-09,0,0.0,1.0,0.0
20,400,4,18,66.49620979199995,5.5782442482057826e-05,0,0.0,1.0,0.0
20,400,4,19,14.23973445799993,6.959518647254184e-09,2,0.0,1.0,0.0
20,400,4,20,21.41864391699994,5.108934199850114e-06,0,0.0,1.0,0.0
20,400,4,21,10.148750332999953,2.7723062985223457e-05,0,0.0,1.0,0.0
20,400,4,22,41.427226500000074,8.13877647123887e-09,0,0.0,1.0,0.0
20,400,4,23,31.50836116700009,3.696847420731855e-06,0,0.0,1.0,0.0
20,400,4,24,19.711111458000005,1.5718759129883257e-05,0,0.0,1.0,0.0
20,400,4,25,23.357390666000015,2.548287568761303e-09,0,0.0,1.0,0.0
20,400,4,26,38.78643299999999,2.705972701592096e-09,0,0.0,1.0,0.0
20,400,4,27,7.227751708000028,8.133719261549938e-05,4,1.0,0.9375,0.0
20,400,4,28,18.20657354100001,4.592373899194562e-05,0,0.0,1.0,0.0
20,400,4,29,38.69646370800001,5.689505712796462e-07,0,0.0,1.0,0.0
20,400,4,30,17.71140308400004,2.8011170417742365e-10,0,0.0,1.0,0.0
