m,n,alpha,k,lambda,Time,RGAP,d_cpdag,SHDs,TPR,FPR
15,400,4,14,10.83220080440884,0.3412186659999996,0.0,13,5.0,1.0,0.11827893398422588
15,400,4,15,10.83220080440884,0.24016912500000132,5.217238635486235e-07,12,4.0,1.0,0.10752630362202353
15,400,4,16,10.83220080440884,0.33697370900000045,5.740242730025376e-07,10,4.0,1.0,0.09677367325982118
15,400,4,17,10.83220080440884,0.3042591250000015,6.936410994136031e-07,13,5.0,1.0,0.11827893398422588
15,400,4,18,10.83220080440884,0.35283108300000166,7.110113789456827e-07,12,5.0,1.0,0.10752630362202353
15,400,4,19,10.83220080440884,0.22759662500000033,6.595385863334065e-07,11,4.0,1.0,0.09677367325982118
15,400,4,20,10.83220080440884,0.3577916669999972,2.9827842391237523e-07,9,4.0,1.0,0.09677367325982118
15,400,4,21,10.83220080440884,0.6309851660000021,7.408184376708015e-07,12,4.0,1.0,0.10752630362202353
15,400,4,22,10.83220080440884,0.3612737500000023,6.551322153280073e-07,11,4.0,1.0,0.09677367325982118
15,400,4,23,10.83220080440884,0.36149108400000074,0.0,12,4.0,1.0,0.10752630362202353
15,400,4,24,10.83220080440884,0.32781474999999816,6.078434410051462e-07,8,3.0,1.0,0.08602104289761883
15,400,4,25,10.83220080440884,0.42303041699999966,4.6508592609632425e-07,8,2.0,1.0,0.07526841253541647
15,400,4,26,10.83220080440884,0.25381412500000167,4.0915721952506446e-07,13,5.0,1.0,0.11827893398422588
15,400,4,27,10.83220080440884,0.40523870799999884,0.0,12,4.0,1.0,0.10752630362202353
15,400,4,28,10.83220080440884,0.3608033749999997,0.0,9,3.0,1.0,0.08602104289761883
15,400,4,29,10.83220080440884,0.3098782910000004,7.439763316937204e-07,10,3.0,1.0,0.08602104289761883
15,400,4,30,10.83220080440884,0.2928124170000004,7.152269370156782e-07,13,5.0,1.0,0.11827893398422588
20,400,4,1,11.982929094215963,0.47374258299999994,2.4886759607846245e-07,13,5.0,0.9375,0.0459768793767834
20,400,4,2,11.982929094215963,0.5296282919999982,0.0,18,6.0,1.0,0.05747109922097925
20,400,4,3,11.982929094215963,0.7371661249999981,1.63869591133385e-07,10,3.0,1.0,0.028735549610489627
20,400,4,4,11.982929094215963,0.368734749999998,2.6500795037462006e-07,12,5.0,1.0,0.040229769454685475
20,400,4,5,11.982929094215963,1.4403011670000012,2.0428181143570462e-07,14,4.0,1.0,0.05172398929888133
20,400,4,6,11.982929094215963,0.6011995409999997,2.6551172871972386e-07,17,4.0,1.0,0.05172398929888133
20,400,4,7,11.982929094215963,1.339107416000001,2.2932427161125775e-07,13,4.0,1.0,0.0459768793767834
20,400,4,8,11.982929094215963,0.7754715409999982,1.8697587128893684e-07,18,6.0,1.0,0.05747109922097925
20,400,4,9,11.982929094215963,0.7594125000000034,2.0643500415722903e-07,13,3.0,1.0,0.040229769454685475
20,400,4,10,11.982929094215963,1.3373434169999996,3.797713954767805e-07,16,5.0,1.0,0.05747109922097925
20,400,4,11,11.982929094215963,0.6568685840000015,3.4210185216709707e-07,23,8.0,0.9375,0.06321820914307717
20,400,4,12,11.982929094215963,0.6103957500000021,3.105619462173234e-07,13,4.0,1.0,0.0459768793767834
20,400,4,13,11.982929094215963,0.7662764160000037,2.3550646358713571e-07,11,4.0,0.9375,0.040229769454685475
20,400,4,14,11.982929094215963,0.6226465829999981,2.1264119226021968e-07,13,5.0,1.0,0.05172398929888133
20,400,4,15,11.982929094215963,1.3051576249999997,3.003496892145275e-07,17,5.0,1.0,0.05172398929888133
20,400,4,16,11.982929094215963,0.477326957999999,2.0099090068003668e-07,13,4.0,1.0,0.0459768793767834
20,400,4,17,11.982929094215963,0.8634970000000024,0.0,20,7.0,1.0,0.06321820914307717
20,400,4,18,11.982929094215963,0.4553512920000031,2.2825091666911832e-07,16,4.0,1.0,0.0459768793767834
20,400,4,19,11.982929094215963,0.36028341600000147,1.9465559481846478e-07,13,5.0,0.9375,0.0459768793767834
20,400,4,20,11.982929094215963,0.45550154200000037,2.0992019031244691e-07,18,6.0,1.0,0.06321820914307717
20,400,4,21,11.982929094215963,0.4809265000000025,2.1789935856480383e-07,15,5.0,1.0,0.05172398929888133
20,400,4,22,11.982929094215963,0.5056456670000031,2.360688982356751e-07,14,6.0,0.9375,0.05172398929888133
20,400,4,23,11.982929094215963,0.5944910839999977,3.3597052710933535e-07,16,5.0,1.0,0.05172398929888133
20,400,4,24,11.982929094215963,0.616879584000003,1.6900145964793874e-07,13,4.0,1.0,0.0459768793767834
20,400,4,25,11.982929094215963,1.641822624999996,1.4467952100665702e-07,19,6.0,1.0,0.05747109922097925
20,400,4,26,11.982929094215963,0.4212657920000069,1.718241916154675e-07,8,4.0,0.9375,0.028735549610489627
20,400,4,27,11.982929094215963,1.3591145420000004,0.0,15,5.0,1.0,0.05172398929888133
20,400,4,28,11.982929094215963,0.6929707500000006,2.2568038346146266e-07,9,3.0,1.0,0.028735549610489627
20,400,4,29,11.982929094215963,0.5593734999999995,1.7294703449067426e-07,13,5.0,0.9375,0.040229769454685475
20,400,4,30,11.982929094215963,0.6685117910000002,2.209560304442363e-07,15,7.0,0.9375,0.05172398929888133
