time,upper,lower
2.190210125,1.00E+100,10.69949204
2.190506083,1.00E+100,10.69965902
2.190837542,1.00E+100,10.70553671
2.23340225,1.00E+100,10.70562025
2.233708458,1.00E+100,10.71580394
2.2339755,1.00E+100,10.71634595
2.23421,1.00E+100,10.71642744
2.234466042,1.00E+100,10.72032152
2.234756792,1.00E+100,10.72550272
2.235011208,1.00E+100,10.72651644
2.235291083,1.00E+100,10.7474453
2.284211833,1.00E+100,10.7529361
2.284508167,1.00E+100,10.75345147
2.284811958,1.00E+100,10.75526219
2.285117875,1.00E+100,10.75621499
2.285912083,1.00E+100,10.75627834
2.286184875,1.00E+100,10.76102238
2.28643675,1.00E+100,10.76219287
2.286707292,1.00E+100,10.76471861
2.346237167,1.00E+100,10.76636733
2.346917292,1.00E+100,10.76841523
2.347473333,1.00E+100,10.77059726
2.348186708,1.00E+100,10.77736844
2.348838542,1.00E+100,10.78414661
2.349533292,1.00E+100,10.78590834
2.350173125,1.00E+100,10.80300413
2.35081125,1.00E+100,10.81580841
2.427789583,1.00E+100,10.84796986
2.428109458,1.00E+100,10.85193638
2.428389542,1.00E+100,10.85576422
2.428681917,1.00E+100,10.85637013
2.429045125,1.00E+100,10.85846643
2.429385125,1.00E+100,10.85941641
2.429702458,1.00E+100,10.86397629
2.430035417,1.00E+100,10.87069959
2.515064458,1.00E+100,10.87147998
2.515954042,1.00E+100,10.87700994
2.584095375,1.00E+100,10.89291841
2.584443833,1.00E+100,10.89986743
2.584749375,1.00E+100,10.90358893
2.585018917,1.00E+100,10.9045949
2.585318042,1.00E+100,10.90596832
2.585659958,1.00E+100,10.90622243
2.585942208,1.00E+100,10.91004276
2.5862335,1.00E+100,10.95200197
2.666203708,1.00E+100,10.95374543
2.6665685,1.00E+100,10.95381723
2.66691675,1.00E+100,10.95714645
2.667236167,1.00E+100,10.95790593
2.667552625,1.00E+100,10.96905817
2.667836792,1.00E+100,10.97232447
2.668119792,1.00E+100,10.98000963
2.668423958,1.00E+100,10.99290934
2.760362875,1.00E+100,11.00069222
2.76109325,1.00E+100,11.00100887
2.76189125,1.00E+100,11.00199271
2.762235667,1.00E+100,11.0045526
2.762626625,1.00E+100,11.01271444
2.76327525,1.00E+100,11.01301283
2.764037875,1.00E+100,11.01480051
2.764412,1.00E+100,11.01518325
2.835676958,1.00E+100,11.04110188
2.836553583,1.00E+100,11.04531026
2.837079292,1.00E+100,11.05803106
2.960617208,1.00E+100,11.0588432
2.961029708,1.00E+100,11.06672817
2.961908333,1.00E+100,11.07630924
2.962934708,1.00E+100,11.07999081
2.963351458,1.00E+100,11.08028867
2.963834417,1.00E+100,11.08102738
2.964568958,1.00E+100,11.08129325
2.964969333,1.00E+100,11.10003687
3.059551125,1.00E+100,11.10075683
3.0603755,1.00E+100,11.10227228
3.061549958,1.00E+100,11.11631772
3.175214208,1.00E+100,11.14138513
3.176226792,1.00E+100,11.1429324
3.177382167,1.00E+100,11.14360284
3.178198,1.00E+100,11.14522964
3.178851333,1.00E+100,11.14853862
3.179462417,1.00E+100,11.14869111
3.180550083,1.00E+100,11.15282893
3.181267208,1.00E+100,11.1784059
3.291461917,1.00E+100,11.17938391
3.2919245,1.00E+100,11.18296483
3.292321375,1.00E+100,11.1861139
3.292661458,1.00E+100,11.18939354
3.293126708,1.00E+100,11.19029814
3.293537833,1.00E+100,11.19342323
3.294538583,1.00E+100,11.20471567
3.295535292,1.00E+100,11.23822146
3.395420625,1.00E+100,11.2446756
3.396197167,1.00E+100,11.25650535
3.396692458,1.00E+100,11.25944634
3.397072625,1.00E+100,11.26420206
3.397467833,1.00E+100,11.2647668
3.397906542,1.00E+100,11.26688396
3.398384458,1.00E+100,11.26887927
3.3988825,1.00E+100,11.29377599
3.51598775,1.00E+100,11.29435867
3.516354708,1.00E+100,11.30360986
3.516747042,1.00E+100,11.30557902
3.517223917,1.00E+100,11.30628609
3.517645917,1.00E+100,11.30699908
3.518446792,1.00E+100,11.30853229
3.519379958,1.00E+100,11.3125608
3.520433208,1.00E+100,11.33840054
3.593814208,1.00E+100,11.34335608
3.594214042,1.00E+100,11.34931806
3.594582,1.00E+100,11.35215279
3.59497975,1.00E+100,11.35328202
3.595406917,1.00E+100,11.35336836
3.595839208,1.00E+100,11.35386259
3.596974792,1.00E+100,11.35679537
3.598306167,1.00E+100,11.3971438
3.708111042,1.00E+100,11.4028707
3.708528375,1.00E+100,11.40442126
3.70894725,1.00E+100,11.4084409
3.709398125,1.00E+100,11.41589919
3.709827167,1.00E+100,11.41739997
3.710339083,1.00E+100,11.42559349
3.710808417,1.00E+100,11.42789261
3.711376,1.00E+100,11.45356732
3.820694583,1.00E+100,11.46695291
3.821137833,1.00E+100,11.47882855
3.821567375,1.00E+100,11.48093195
3.821977125,1.00E+100,11.48921648
3.822420292,1.00E+100,11.49120548
3.823045417,1.00E+100,11.50067122
3.823557292,1.00E+100,11.50118812
3.824747083,1.00E+100,11.55913302
3.932539583,1.00E+100,11.5597533
3.933048,1.00E+100,11.56490045
3.933476667,1.00E+100,11.5773956
3.933971292,1.00E+100,11.57918668
3.934410333,1.00E+100,11.58144672
3.934883083,1.00E+100,11.58172237
3.935320708,1.00E+100,11.58247551
3.935750708,1.00E+100,11.67552466
4.060638208,1.00E+100,11.67620602
4.061688458,1.00E+100,11.67827856
4.062204,1.00E+100,11.68259401
4.062766292,1.00E+100,11.68625051
4.063267625,1.00E+100,11.69460065
4.0637455,1.00E+100,11.70247092
4.064199083,1.00E+100,11.70253113
4.064740917,1.00E+100,11.77490155
4.2011845,1.00E+100,11.78367086
4.201771542,1.00E+100,11.79503785
4.202864542,1.00E+100,11.79600886
4.203873208,1.00E+100,11.79915411
4.204794125,1.00E+100,11.80397883
4.205785875,1.00E+100,11.8046378
4.206909667,1.00E+100,11.80917741
4.208025708,1.00E+100,11.84574494
4.293848833,1.00E+100,11.86052656
4.294824958,1.00E+100,11.86331622
4.295246208,1.00E+100,11.87798627
4.295653417,1.00E+100,11.88080278
4.296321083,1.00E+100,11.88119216
4.296816833,1.00E+100,11.88528321
4.297461583,1.00E+100,11.88620283
4.297991417,1.00E+100,11.96441901
4.374323708,1.00E+100,11.96600512
4.375020542,1.00E+100,11.97591513
4.375826583,1.00E+100,11.98035974
4.3761945,1.00E+100,11.9806826
4.376635292,1.00E+100,11.98555888
4.377034083,1.00E+100,11.98748914
4.3774215,1.00E+100,11.98919424
4.377850708,1.00E+100,12.07792014
4.495588375,1.00E+100,12.07863932
4.4961735,1.00E+100,12.08338524
4.49653325,1.00E+100,12.09111058
4.496890375,1.00E+100,12.09220465
4.497224708,1.00E+100,12.09343295
4.499265375,1.00E+100,12.09427119
4.500221917,1.00E+100,12.09428885
4.500691292,1.00E+100,12.25462189
4.581389625,1.00E+100,12.27792988
4.581835167,1.00E+100,12.29155657
4.582212833,1.00E+100,12.42971037
4.58265775,1.00E+100,12.46379649
4.583070042,1.00E+100,12.55823975
4.583489875,1.00E+100,12.60217061
4.583871125,1.00E+100,12.61269165
4.584334667,1.00E+100,12.9572965
4.71453275,1.00E+100,13.07343546
4.715581708,1.00E+100,13.14392019
4.716634042,1.00E+100,13.14911712
4.717027083,1.00E+100,15.9275364
4.7178295,1.00E+100,16.03297448
4.718847625,1.00E+100,16.04397863
4.720007833,1.00E+100,16.08196697
4.720608042,1.00E+100,16.45774831
4.844575042,1.00E+100,16.54475494
4.84546875,1.00E+100,16.59957032
4.846299458,1.00E+100,16.61693711
4.846824708,1.00E+100,16.65150307
4.847242917,1.00E+100,16.66719715
4.847840875,1.00E+100,16.69208369
4.848776708,1.00E+100,16.70387114
4.850073667,1.00E+100,16.94750793
4.98531725,1.00E+100,16.94957677
4.985807458,1.00E+100,16.95899104
4.98626575,1.00E+100,16.96484113
4.986742625,1.00E+100,16.99990766
4.9872785,1.00E+100,17.00197841
4.987773958,1.00E+100,17.01008132
4.988266625,1.00E+100,17.01302638
4.989070583,1.00E+100,17.02535392
5.069590667,1.00E+100,17.02825317
5.070573083,1.00E+100,17.03754157
5.071059125,1.00E+100,17.03763822
5.071472833,1.00E+100,17.04159959
5.071954708,1.00E+100,17.06827456
5.072511125,1.00E+100,17.06841748
5.072953875,1.00E+100,17.07729291
5.073403792,1.00E+100,17.11196995
5.158227792,1.00E+100,17.16569911
5.159202333,1.00E+100,17.20882024
5.160041875,1.00E+100,17.20914035
5.160513625,1.00E+100,17.23613775
5.161113875,1.00E+100,17.2438773
5.162045833,1.00E+100,17.2448
5.163060833,1.00E+100,17.24996098
5.163526792,1.00E+100,17.32734454
5.316633,1.00E+100,17.32879409
5.317596792,1.00E+100,17.3486638
5.31798975,1.00E+100,17.39231826
5.318489667,1.00E+100,17.40330258
5.318931333,1.00E+100,17.42010129
5.319341917,1.00E+100,17.42973777
5.31975175,1.00E+100,17.43073185
5.320359333,1.00E+100,17.46009239
5.445021125,1.00E+100,17.46546497
5.4454195,1.00E+100,17.48486927
5.445785875,1.00E+100,17.48829493
5.446155,1.00E+100,17.48970867
5.446707417,1.00E+100,17.50810317
5.447072,1.00E+100,17.51023034
5.447611875,1.00E+100,17.51205397
5.448064208,1.00E+100,17.58898258
5.562083583,1.00E+100,17.59182994
5.562729208,1.00E+100,17.60385907
5.563165375,1.00E+100,17.61152223
5.563582292,1.00E+100,17.62099428
5.564051958,1.00E+100,17.62501776
5.56499125,1.00E+100,17.62549029
5.566142958,1.00E+100,17.63743043
5.567384375,1.00E+100,17.65187475
5.687019125,1.00E+100,17.70050647
5.688315125,1.00E+100,17.70788265
5.688966,1.00E+100,17.71724807
5.689475708,1.00E+100,17.71820019
5.690067792,1.00E+100,17.72433677
5.691227542,1.00E+100,17.72804315
5.6923335,1.00E+100,17.73571547
5.694558875,1.00E+100,17.79566036
5.799260708,1.00E+100,17.79752751
5.800371375,1.00E+100,17.80870254
5.800922375,1.00E+100,17.82816632
5.801577125,1.00E+100,17.83215682
5.802497833,1.00E+100,17.83925131
5.803610708,1.00E+100,17.84699622
5.804941583,1.00E+100,17.84783282
5.805662083,1.00E+100,17.88011252
5.956104375,1.00E+100,17.90747346
5.958236167,1.00E+100,17.9093851
5.958690292,1.00E+100,17.91279768
5.959123,1.00E+100,17.91868196
5.959570542,1.00E+100,17.91971965
5.96000925,1.00E+100,17.92014319
5.960544083,1.00E+100,17.92770144
5.961105875,1.00E+100,17.96602574
6.091245,1.00E+100,17.97696708
6.091662875,1.00E+100,17.98185229
6.092568667,1.00E+100,17.9819807
6.092949667,1.00E+100,17.98253806
6.093321208,1.00E+100,17.98274207
6.093737792,1.00E+100,17.98298082
6.094315083,1.00E+100,18.00134165
6.094749708,1.00E+100,18.0446232
6.204517333,1.00E+100,18.04615411
6.205742375,1.00E+100,18.05151983
6.2067535,1.00E+100,18.05160385
6.207766583,1.00E+100,18.05216066
6.208809542,1.00E+100,18.05919888
6.210005625,1.00E+100,18.05981926
6.212322708,1.00E+100,18.06276013
6.213064083,1.00E+100,18.09298809
6.346969,1.00E+100,18.09879492
6.347406958,1.00E+100,18.10326002
6.349899042,1.00E+100,18.12114298
6.350929667,1.00E+100,18.12470781
6.352136542,1.00E+100,18.1265402
6.352532375,1.00E+100,18.12779788
6.353049833,1.00E+100,18.13087105
6.353904625,1.00E+100,18.16506185
6.504381208,1.00E+100,18.16601143
6.504930667,1.00E+100,18.16751742
6.505444333,1.00E+100,18.16797946
6.506145667,1.00E+100,18.16851656
6.506583458,1.00E+100,18.16959812
6.507027917,1.00E+100,18.17407197
6.507743667,1.00E+100,18.17441998
6.509147917,1.00E+100,18.20705901
6.5971675,1.00E+100,18.22965005
6.597980583,1.00E+100,18.23132111
6.59867975,1.00E+100,18.23871187
6.599113583,1.00E+100,18.24448979
6.599513375,1.00E+100,18.24453672
6.599970958,1.00E+100,18.24647021
6.600472,1.00E+100,18.24796055
6.60093325,1.00E+100,18.29599519
6.75102775,1.00E+100,18.29780047
6.752065917,1.00E+100,18.29948847
6.755153,25.97817933,18.29948847
6.755259917,25.97817933,18.30198485
6.757411542,25.97817933,18.31495627
6.759387,25.97817933,18.31621224
6.760211375,25.97817933,18.31649147
6.761289833,25.97817933,18.31865134
6.762611625,25.97817933,18.33976453
6.996186333,25.97817933,18.35310176
6.997071833,25.97817933,18.35412908
6.997959333,25.97817933,18.35754808
6.998857625,25.97817933,18.35907526
6.999285708,25.97817933,18.36008406
7.000239875,25.97817933,18.3621161
7.001379625,25.97817933,18.36293259
7.002488542,25.97817933,18.41195189
7.103474667,25.97817933,18.41285347
7.103867625,25.97817933,18.41895233
7.104919083,25.97817933,18.4202982
7.105709833,25.97817933,18.42311068
7.106276167,25.97817933,18.42562051
7.106673167,25.97817933,18.42664918
7.107111167,25.97817933,18.43392871
7.10754425,25.97817933,18.46334573
7.197223708,25.97817933,18.46741935
7.19858625,25.97817933,18.46802906
7.198883042,25.97817933,18.47084183
7.199438917,25.97817933,18.47153949
7.200244583,25.97817933,18.47472422
7.200578125,25.97817933,18.47524271
7.200894958,25.97817933,18.47562833
7.201380625,25.97817933,18.4788888
7.332625458,25.97817933,18.4833698
7.33312025,25.97817933,18.4888581
7.333540375,25.97817933,18.49611688
7.333947458,25.97817933,18.49786721
7.334379875,25.97817933,18.49917418
7.335031708,25.97817933,18.49965087
7.335535,25.97817933,18.50105451
7.335993708,25.97817933,18.55095556
7.499475417,25.97817933,18.55350377
7.500631375,25.97817933,18.55451624
7.501435042,25.97817933,18.55483373
7.502369917,25.97817933,18.55501801
7.503465292,25.97817933,18.5567244
7.504355625,25.97817933,18.56227994
7.505416958,25.97817933,18.5624945
7.506687542,25.97817933,18.59095952
7.592500208,25.97817933,18.59281023
7.592930583,25.97817933,18.59493372
7.593360208,25.97817933,18.59683348
7.594286458,25.97817933,18.59698462
7.594689333,25.97817933,18.59769876
7.595129958,25.97817933,18.60171043
7.596000958,25.97817933,18.60305463
7.596778125,25.97817933,18.62712571
7.736418875,25.97817933,18.64579467
7.737549792,25.97817933,18.64680502
7.73795425,25.97817933,18.64871742
7.738358417,25.97817933,18.65713898
7.739282833,25.97817933,18.65976215
7.740118875,25.97817933,18.65981993
7.740600625,25.97817933,18.66244009
7.741201125,25.97817933,18.69397555
7.838486083,25.97817933,18.69768511
7.839083417,25.97817933,18.70152968
7.840862417,25.97817933,18.70335082
7.843028667,25.97817933,18.70416222
7.844104833,25.97817933,18.70569691
7.845080083,25.97817933,18.70668435
7.847218042,25.97817933,18.71118592
7.848569125,25.97817933,18.7422932
9.150929542,25.97817933,18.74263087
9.151816625,25.97817933,18.74395737
9.152068375,25.97817933,18.74429426
9.152477,25.97817933,18.74566797
9.152755125,25.97817933,18.74779818
9.1530535,25.97817933,18.74823408
9.153484833,25.97817933,18.74992552
9.154797583,25.97817933,18.75040983
9.324138792,25.97817933,18.75413897
9.325562708,25.97817933,18.76176149
9.326074208,25.97817933,18.76186651
9.32644125,25.97817933,18.76361929
9.326925375,25.97817933,18.76655678
9.328483667,25.97817933,18.76674625
9.329495208,25.97817933,18.76804302
9.330243042,25.97817933,18.79147339
9.479227417,25.97817933,18.792924
9.480034042,25.97817933,18.79588197
9.480842042,25.97817933,18.79836993
9.481701667,25.97817933,18.80100211
9.482199,25.97817933,18.80168351
9.482621667,25.97817933,18.80287099
9.483038083,25.97817933,18.80502533
9.483468083,25.97817933,18.82776918
9.598550792,25.97817933,18.82988523
9.599171042,25.97817933,18.83549321
9.60026,25.97817933,18.83704165
9.600642375,25.97817933,18.83732347
9.6011355,25.97817933,18.83822003
9.601477542,25.97817933,18.84018632
9.602163542,25.97817933,18.84421293
9.603566667,25.97817933,18.85767909
9.73319475,25.97817933,18.86095282
9.733796958,25.97817933,18.8612654
9.734536042,25.97817933,18.86243284
9.735588583,25.97817933,18.86607138
9.74464575,24.64497645,18.86607138
9.744930625,24.64497645,18.86777688
9.745355417,24.64497645,18.86872382
9.746192625,24.64497645,18.87048356
9.746716958,24.64497645,18.90651525
9.864438,24.64497645,18.90836947
9.864990083,24.64497645,18.91565644
9.865364458,24.64497645,18.91577272
9.866271208,24.64497645,18.91916181
9.8666275,24.64497645,18.9264529
9.867844,24.64497645,18.92966023
9.86827625,24.64497645,18.92968698
9.86865675,24.64497645,18.95855184
9.977706208,24.64497645,18.96338631
9.978227083,24.64497645,18.96417812
9.979048292,24.64497645,18.96535703
9.979568333,24.64497645,18.96865939
9.98065525,24.64497645,18.9687935
9.981699833,24.64497645,18.97054652
9.982631042,24.64497645,18.97430338
9.983802167,24.64497645,18.99125941
10.09004383,24.64497645,19.00398213
10.09072583,24.64497645,19.00416493
10.09123025,24.64497645,19.00422006
10.09165908,24.64497645,19.00511546
10.09280758,24.64497645,19.00514951
10.09364163,24.64497645,19.00769544
10.09401679,24.64497645,19.01045757
10.09442379,24.64497645,19.02137979
10.23832417,24.64497645,19.02385544
10.24112542,24.64497645,19.02983882
10.24314704,24.64497645,19.03286471
10.24759658,24.4519631,19.03286471
10.25068992,24.38011631,19.03286471
10.25101183,24.38011631,19.03287989
10.25260988,24.36474588,19.03287989
10.25269271,24.36474588,19.03697917
10.25302704,24.36474588,19.0379006
10.25345713,24.36474588,19.04029793
10.25389542,24.36474588,19.06671881
10.38502596,24.36474588,19.07650339
10.38541058,24.36474588,19.08318877
10.38574579,24.36474588,19.08394059
10.3860675,24.36474588,19.08401967
10.38648938,24.36474588,19.08527787
10.38713992,24.36474588,19.08550832
10.38760938,24.36474588,19.08603502
10.38846675,24.36474588,19.10786904
10.54071658,24.36474588,19.10892847
10.54111967,24.36474588,19.11223381
10.54155592,24.36474588,19.11361606
10.54197779,24.36474588,19.1160677
10.54232517,24.36474588,19.11732901
10.54280292,24.36474588,19.11744314
10.54317129,24.36474588,19.11820454
10.54364612,24.36474588,19.14301651
10.68135371,24.36474588,19.14388296
10.68237504,24.36474588,19.14759716
10.68329425,24.36474588,19.14994693
10.68366046,24.36474588,19.1508274
10.68398304,24.36474588,19.15206864
10.68438604,24.36474588,19.15448622
10.68478658,24.36474588,19.15570214
10.68539483,24.36474588,19.18290905
10.85439267,24.36474588,19.18568327
10.85479488,24.36474588,19.18732712
10.85969529,24.24009929,19.18732712
10.86154429,24.24009929,19.18822678
10.86261292,24.24009929,19.18866533
10.86300617,24.24009929,19.18911584
10.86336271,24.24009929,19.19081149
10.86373792,24.24009929,19.19169817
10.86462946,24.24009929,19.20793834
10.96621804,24.24009929,19.20922141
10.96722592,24.24009929,19.21058281
10.96786954,24.24009929,19.21118058
10.96893346,24.24009929,19.21192809
10.96935375,24.24009929,19.21431987
10.97125992,24.23251543,19.21431987
10.97156138,24.23251543,19.21571215
10.97320254,24.22358224,19.21571215
10.97488158,24.22358224,19.21854476
10.97583154,24.22358224,19.25430967
10.97852742,24.13592573,19.25430967
11.18498388,24.13592573,19.26129412
11.18578675,24.13592573,19.26484299
11.18677804,24.13592573,19.2666797
11.1876935,24.13592573,19.26761533
11.1882935,24.13592573,19.26954882
11.18893804,24.13592573,19.27320805
11.18938171,24.13592573,19.2746131
11.18981854,24.13592573,19.29147284
11.34314229,24.13592573,19.29201236
11.34357946,24.13592573,19.2927221
11.34453721,24.13592573,19.29446499
11.34495338,24.13592573,19.30053566
11.34537833,24.13592573,19.30058742
11.34623975,24.13592573,19.30072766
11.34823708,24.13287896,19.30072766
11.34881692,24.13287896,19.30271829
11.35022029,24.12649625,19.33146128
11.50197504,24.12649625,19.33162937
11.5047175,24.12644431,19.33501611
11.506049,24.12460944,19.3352322
11.50642262,24.12460944,19.33651108
11.50691496,24.12460944,19.33777893
11.50776517,24.12460944,19.33814106
11.508131,24.12460944,19.33843599
