m,alpha,k,Time,d_cpdag,SHD,SHDs,TPR,FPR
15,2,8,0.124621868,13,6,6,1,0.028169014
15,2,9,0.141957998,10,6,6,1,0.028169014
15,2,10,0.127674103,17,10,9,1,0.042253521
15,2,11,0.131268024,10,9,6,1,0.028169014
15,2,12,0.127997875,17,14,11,1,0.051643192
15,2,13,0.126467943,12,8,6,1,0.028169014
15,2,14,0.124421835,16,11,9,1,0.042253521
15,2,15,0.125407934,11,7,6,1,0.028169014
15,2,16,0.125614166,2,1,1,1,0.004694836
15,2,17,0.130650997,9,7,5,1,0.023474178
15,2,18,0.246523142,12,9,7,1,0.03286385
15,2,19,0.122565985,3,5,2,1,0.009389671
15,2,20,0.123975039,8,6,4,1,0.018779343
15,2,21,0.126351833,10,6,5,1,0.023474178
15,2,22,0.124913931,10,8,6,1,0.028169014
15,2,23,0.129512072,6,5,3,1,0.014084507
15,2,24,0.124931097,11,10,8,1,0.037558685
15,2,25,0.164049149,13,9,7,1,0.03286385
15,2,26,0.133210897,9,8,4,1,0.018779343
15,2,27,0.123187065,8,6,4,1,0.018779343
15,2,28,0.130207062,6,4,3,1,0.014084507
15,2,29,0.123636961,19,13,11,1,0.051643192
15,2,30,0.12313509,12,8,6,1,0.028169014
15,4,1,0.126620054,10,8,5,1,0.023474178
15,4,2,0.124825954,18,11,8,1,0.037558685
15,4,3,0.12448287,11,7,5,0.916666667,0.018779343
15,4,4,0.123771906,17,11,8,0.916666667,0.03286385
15,4,5,0.126673937,23,15,13,0.916666667,0.056338028
15,4,6,0.135102034,9,7,5,1,0.023474178
15,4,7,0.130501986,26,19,15,1,0.070422535
15,4,8,0.127459049,13,10,9,1,0.042253521
15,4,9,0.128733873,25,20,15,0.916666667,0.0657277
15,4,10,0.125291109,15,10,8,0.916666667,0.03286385
15,4,11,0.135473967,15,9,7,1,0.03286385
15,4,12,0.127515078,22,14,11,1,0.051643192
15,4,13,0.132343054,16,13,10,1,0.046948357
15,4,14,0.125834942,12,7,6,1,0.028169014
15,4,15,0.128769875,20,13,9,1,0.042253521
15,4,16,0.13418293,19,12,8,0.916666667,0.03286385
15,4,17,0.126507044,14,11,8,1,0.037558685
15,4,18,0.127667189,18,14,11,1,0.051643192
15,4,19,0.12686801,13,10,8,1,0.037558685
15,4,20,0.13214612,26,16,11,0.916666667,0.046948357
15,4,21,0.127336025,13,9,6,1,0.028169014
15,4,22,0.127726078,14,11,8,1,0.037558685
15,4,23,0.139067173,10,7,5,1,0.023474178
15,4,24,0.126209974,25,17,13,1,0.061032864
15,4,25,0.12768507,19,13,10,0.916666667,0.042253521
15,4,26,0.126810074,8,6,2,1,0.009389671
15,4,27,0.163740873,14,8,5,1,0.023474178
15,4,28,0.142405987,9,7,4,1,0.018779343
15,4,29,0.128970146,28,17,14,0.916666667,0.061032864
15,4,30,0.12796092,9,6,4,1,0.018779343
20,1,1,0.214040995,21,14,13,1,0.033854167
20,1,2,0.202416897,19,13,11,1,0.028645833
20,1,3,0.212275982,27,18,16,1,0.041666667
20,1,4,0.198819876,14,9,8,1,0.020833333
20,1,5,0.220163107,15,10,9,1,0.0234375
20,1,6,0.209688902,15,10,10,1,0.026041667
20,1,7,0.212773085,32,22,18,1,0.046875
20,1,8,0.20302701,15,10,9,1,0.0234375
20,1,9,0.211813927,25,14,12,1,0.03125
20,1,10,0.203072071,21,13,13,1,0.033854167
20,1,11,0.213572025,25,15,14,1,0.036458333
20,1,12,0.204757929,19,12,12,1,0.03125
20,1,13,0.213202,11,7,7,1,0.018229167
20,1,14,0.212785959,13,8,8,0.9375,0.018229167
20,1,15,0.339146137,19,12,10,1,0.026041667
20,1,16,0.200060129,18,11,10,1,0.026041667
20,1,17,0.20123291,14,7,7,1,0.018229167
20,1,18,0.206742048,18,11,10,1,0.026041667
20,1,19,0.202675819,22,14,11,1,0.028645833
20,1,20,0.204682112,10,5,5,1,0.013020833
20,1,21,0.200878143,11,7,7,1,0.018229167
20,1,22,0.20616293,18,12,12,1,0.03125
20,1,23,0.307086945,12,7,6,1,0.015625
20,1,24,0.204485178,22,14,13,1,0.033854167
20,1,25,0.205139875,31,21,19,1,0.049479167
20,1,26,0.200649023,15,11,9,1,0.0234375
20,1,27,0.199568987,3,2,2,1,0.005208333
20,1,28,0.207701921,10,6,5,1,0.013020833
20,1,29,0.199136972,28,16,13,1,0.033854167
20,1,30,0.207106113,14,9,7,1,0.018229167
20,2,1,0.19965601,25,18,17,1,0.044270833
20,2,2,0.210673094,23,17,12,1,0.03125
20,2,3,0.199155092,20,13,12,1,0.03125
20,2,4,0.201668978,23,13,12,1,0.03125
20,2,5,0.210702896,10,7,6,1,0.015625
20,2,6,0.201148033,16,12,12,1,0.03125
20,2,7,0.208117008,31,20,19,1,0.049479167
20,2,8,0.202800989,22,13,10,1,0.026041667
20,2,9,0.206408978,17,8,8,1,0.020833333
20,2,10,0.20968914,14,7,7,1,0.018229167
20,2,11,0.215205908,23,15,14,1,0.036458333
20,2,12,0.204725981,24,14,14,1,0.036458333
20,2,13,0.20339489,12,7,6,1,0.015625
20,2,14,0.218015909,16,12,11,1,0.028645833
20,2,15,0.204277992,23,16,13,1,0.033854167
20,2,16,0.311206102,16,10,9,1,0.0234375
20,2,17,0.200022936,18,12,10,1,0.026041667
20,2,18,0.198892832,18,15,12,1,0.03125
20,2,19,0.213934898,20,15,13,0.9375,0.03125
20,2,20,0.206885099,31,22,15,1,0.0390625
20,2,21,0.201282024,27,18,14,1,0.036458333
20,2,22,0.207195044,19,12,11,1,0.028645833
20,2,23,0.20324707,22,15,12,1,0.03125
20,2,24,0.206805944,18,12,12,1,0.03125
20,2,25,0.199991941,26,16,15,1,0.0390625
20,2,26,0.204036951,27,22,16,1,0.041666667
20,2,27,0.20936203,17,11,9,1,0.0234375
20,2,28,0.20537591,14,10,8,1,0.020833333
20,2,29,0.215970993,21,13,11,1,0.028645833
20,2,30,0.208867073,13,10,9,1,0.0234375
20,4,1,0.207980156,28,19,15,0.875,0.033854167
20,4,2,0.211404085,23,14,11,1,0.028645833
20,4,3,0.208068132,36,23,19,0.9375,0.046875
20,4,4,0.315382004,28,21,18,0.9375,0.044270833
20,4,5,0.203276157,25,17,13,0.9375,0.03125
20,4,6,0.203907967,26,16,13,1,0.033854167
20,4,7,0.203790903,35,23,18,0.9375,0.044270833
20,4,8,0.211615086,25,16,12,0.9375,0.028645833
20,4,9,0.21179986,24,16,11,1,0.028645833
20,4,10,0.207596064,26,17,12,1,0.03125
20,4,11,0.211357117,28,22,17,0.8125,0.036458333
20,4,12,0.312397003,32,23,20,1,0.052083333
20,4,13,0.205217123,31,20,17,0.9375,0.041666667
20,4,14,0.203151941,27,19,13,1,0.033854167
20,4,15,0.211966038,24,16,12,0.875,0.026041667
20,4,16,0.212989092,28,17,15,0.9375,0.036458333
20,4,17,0.211802006,31,19,14,0.9375,0.033854167
20,4,18,0.205364943,30,20,15,0.9375,0.036458333
20,4,19,0.206629992,33,21,19,0.9375,0.046875
20,4,20,0.212091923,34,21,17,0.875,0.0390625
20,4,21,0.207818985,22,13,8,0.9375,0.018229167
20,4,22,0.218261957,27,18,13,1,0.033854167
20,4,23,0.20936799,26,14,11,0.9375,0.026041667
20,4,24,0.210397959,37,26,22,1,0.057291667
20,4,25,0.216770172,36,23,17,1,0.044270833
20,4,26,0.204013109,21,16,11,1,0.028645833
20,4,27,0.215013027,20,13,9,0.9375,0.020833333
20,4,28,0.207052946,26,15,12,0.9375,0.028645833
20,4,29,0.213237047,23,15,12,0.9375,0.028645833
20,4,30,0.211320162,30,22,16,1,0.041666667
