m,n,alpha,k,lambda,Time,RGAP,d_cpdag,SHDs,TPR,FPR
10,100,2,7,9.210340372,0.059053625,1.85E-07,0,0,1,0.027026662
10,100,2,8,9.210340372,0.053123917,1.26E-07,0,0,1,0.027026662
10,100,2,9,9.210340372,0.039110042,1.88E-07,0,0,1,0.027026662
10,100,2,10,9.210340372,0.061123417,5.85E-07,0,0,1,0.027026662
10,100,2,11,9.210340372,0.043797167,7.92E-08,0,0,1,0.027026662
10,100,2,12,9.210340372,0.109777917,3.21E-07,4,1,1,0.081079985
10,100,2,13,9.210340372,0.028174167,2.90E-07,0,0,1,0.027026662
10,100,2,14,9.210340372,0.053758041,1.33E-07,0,0,1,0.027026662
10,100,2,15,9.210340372,0.051617833,1.39E-07,0,0,1,0.027026662
10,100,2,16,9.210340372,0.092922709,1.53E-06,4,1,1,0.054053324
10,100,2,17,9.210340372,0.06636525,5.46E-07,0,0,1,0.027026662
10,100,2,18,9.210340372,0.030971792,1.94E-07,4,1,1,0.054053324
10,100,2,19,9.210340372,0.031425333,2.66E-07,0,0,1,0.027026662
10,100,2,20,9.210340372,0.071913541,1.63E-06,0,0,1,0.027026662
10,100,2,21,9.210340372,0.045418208,1.92E-07,0,0,1,0.027026662
10,100,2,22,9.210340372,0.210385666,2.19E-07,3,1,1,0.054053324
10,100,2,23,9.210340372,0.058610167,4.85E-07,0,0,1,0.027026662
10,100,2,24,9.210340372,0.0406145,1.85E-07,0,0,1,0.027026662
10,100,2,25,9.210340372,0.03355875,1.69E-07,0,0,1,0.027026662
10,100,2,26,9.210340372,0.04102725,9.47E-08,0,0,1,0.027026662
10,100,2,27,9.210340372,0.027429,2.60E-07,0,0,1,0.027026662
10,100,2,28,9.210340372,0.048907583,6.75E-07,0,0,1,0.027026662
10,100,2,29,9.210340372,0.044003959,2.61E-07,0,0,1,0.027026662
10,100,2,30,9.210340372,0.033399333,2.58E-07,0,0,1,0.027026662
10,100,4,1,9.210340372,0.05523825,9.33E-06,0,0,1,0.027026662
10,100,4,2,9.210340372,0.061878292,3.20E-07,0,0,1,0.027026662
10,100,4,3,9.210340372,0.036411625,2.21E-07,4,1,1,0.081079985
10,100,4,4,9.210340372,0.063695041,8.11E-07,0,0,1,0.027026662
10,100,4,5,9.210340372,0.095273334,1.40E-06,0,0,1,0.027026662
10,100,4,6,9.210340372,0.069277,1.43E-06,4,1,1,0.054053324
10,100,4,7,9.210340372,0.044859625,2.55E-07,0,0,1,0.054053324
10,100,4,8,9.210340372,0.043790292,2.75E-07,0,0,1,0.027026662
10,100,4,9,9.210340372,0.025696791,2.66E-07,0,0,1,0.054053324
10,100,4,10,9.210340372,0.049959583,1.42E-07,0,0,1,0.027026662
10,100,4,11,9.210340372,0.028575167,1.94E-07,0,0,1,0.027026662
10,100,4,12,9.210340372,0.025619833,2.49E-07,4,1,1,0.081079985
10,100,4,13,9.210340372,0.047942542,2.62E-07,0,0,1,0.054053324
10,100,4,14,9.210340372,0.057423,5.60E-07,0,0,1,0.054053324
10,100,4,15,9.210340372,0.042698041,2.50E-07,0,0,1,0.054053324
10,100,4,16,9.210340372,0.039712958,1.19E-07,0,0,1,0.054053324
10,100,4,17,9.210340372,0.036146292,1.33E-06,4,1,1,0.054053324
10,100,4,18,9.210340372,0.073102083,6.38E-06,0,0,1,0.027026662
10,100,4,19,9.210340372,0.037218541,2.44E-07,0,0,1,0.054053324
10,100,4,20,9.210340372,0.063810791,1.06E-05,0,0,1,0.027026662
10,100,4,21,9.210340372,0.070005125,7.46E-07,0,0,1,0.027026662
10,100,4,22,9.210340372,0.051635583,6.04E-07,0,0,1,0.054053324
10,100,4,23,9.210340372,0.035963917,2.49E-07,0,0,1,0.027026662
10,100,4,24,9.210340372,0.022431084,2.45E-07,0,0,1,0.054053324
10,100,4,25,9.210340372,0.059993584,7.23E-06,0,0,1,0.027026662
10,100,4,26,9.210340372,0.061409166,1.21E-05,0,0,1,0.027026662
10,100,4,27,9.210340372,0.041477625,2.12E-07,0,0,1,0.054053324
10,100,4,28,9.210340372,0.0362615,1.70E-07,0,0,1,0.054053324
10,100,4,29,9.210340372,0.0356555,2.29E-07,0,0,1,0.054053324
10,100,4,30,9.210340372,0.04198875,3.78E-07,0,0,1,0.027026662
15,100,1,1,10.8322008,0.106074542,4.61E-07,6,2,1,0.021505261
15,100,1,2,10.8322008,0.123249209,3.28E-07,6,2,1,0.021505261
15,100,1,3,10.8322008,0.141978708,3.62E-07,2,1,1,0.01075263
15,100,1,4,10.8322008,0.12521975,2.42E-07,4,1,1,0.01075263
15,100,1,5,10.8322008,0.094906208,3.53E-07,2,1,1,0.01075263
15,100,1,6,10.8322008,0.109728,3.72E-07,7,2,1,0.032257891
15,100,1,7,10.8322008,0.132551875,4.01E-07,5,3,1,0.032257891
15,100,1,8,10.8322008,0.118397417,3.80E-07,5,2,1,0.021505261
15,100,1,9,10.8322008,0.101255583,3.28E-07,0,0,1,0
15,100,1,10,10.8322008,0.078584,3.04E-07,0,0,1,0
15,100,1,11,10.8322008,0.110778125,3.50E-07,0,0,1,0.01075263
15,100,1,12,10.8322008,0.124507417,3.19E-07,2,1,1,0.021505261
15,100,1,13,10.8322008,0.142949209,2.87E-07,0,0,1,0
15,100,1,14,10.8322008,0.138847042,2.74E-07,8,2,1,0.021505261
15,100,1,15,10.8322008,0.115413375,2.92E-07,0,0,1,0.01075263
15,100,1,16,10.8322008,0.130316291,2.20E-07,0,0,1,0
15,100,1,17,10.8322008,0.137037833,2.30E-07,1,1,1,0.01075263
15,100,1,18,10.8322008,0.099426375,4.77E-07,4,1,1,0.032257891
15,100,1,19,10.8322008,0.121731834,3.34E-07,4,1,1,0.01075263
15,100,1,20,10.8322008,0.13199825,3.45E-07,3,2,1,0.032257891
15,100,1,21,10.8322008,0.108677459,3.62E-07,0,0,1,0
15,100,1,22,10.8322008,0.101244584,2.87E-07,6,2,1,0.021505261
15,100,1,23,10.8322008,0.110663041,3.24E-07,0,0,1,0.01075263
15,100,1,24,10.8322008,0.121749209,2.27E-07,4,1,1,0.032257891
15,100,1,25,10.8322008,0.098671084,2.66E-07,3,1,1,0.021505261
15,100,1,26,10.8322008,0.119366167,2.35E-07,4,1,1,0.01075263
15,100,1,27,10.8322008,0.128857459,1.97E-07,2,1,1,0.021505261
15,100,1,28,10.8322008,0.111467625,1.54E-07,4,1,1,0.032257891
15,100,1,29,10.8322008,0.177375709,3.14E-07,0,0,1,0
15,100,1,30,10.8322008,0.099367875,2.58E-07,0,0,1,0
15,100,2,1,10.8322008,0.126780375,3.69E-07,5,2,1,0.032257891
15,100,2,2,10.8322008,0.125053584,3.45E-07,6,2,1,0.032257891
15,100,2,3,10.8322008,0.1341495,2.83E-07,11,4,1,0.064515782
15,100,2,4,10.8322008,0.153548041,3.93E-07,8,1,1,0.032257891
15,100,2,5,10.8322008,0.121738083,3.39E-07,8,2,1,0.043010521
15,100,2,6,10.8322008,0.128791417,3.38E-07,4,1,1,0.021505261
15,100,2,7,10.8322008,0.119994875,2.22E-07,11,5,1,0.075268413
15,100,2,8,10.8322008,0.1111925,3.21E-07,4,1,1,0.01075263
15,100,2,9,10.8322008,0.105000291,3.16E-07,0,0,1,0
15,100,2,10,10.8322008,0.118393209,3.94E-07,9,2,1,0.032257891
15,100,2,11,10.8322008,0.109936542,4.16E-07,5,2,1,0.064515782
15,100,2,12,10.8322008,0.136500167,2.53E-07,6,2,1,0.064515782
15,100,2,13,10.8322008,0.109232708,3.37E-07,4,1,1,0.053763152
15,100,2,14,10.8322008,0.127718875,3.17E-07,2,1,1,0.021505261
15,100,2,15,10.8322008,0.097278334,1.85E-07,0,0,1,0.01075263
15,100,2,16,10.8322008,0.098120458,2.72E-07,1,1,1,0.01075263
15,100,2,17,10.8322008,0.132015208,3.78E-07,4,2,1,0.043010521
15,100,2,18,10.8322008,0.118459125,4.48E-07,4,2,1,0.043010521
15,100,2,19,10.8322008,0.106312625,3.83E-07,8,2,1,0.064515782
15,100,2,20,10.8322008,0.084615917,3.45E-07,8,2,1,0.075268413
15,100,2,21,10.8322008,0.09994925,4.46E-07,4,1,1,0.043010521
15,100,2,22,10.8322008,0.129994541,3.87E-07,4,1,1,0.043010521
15,100,2,23,10.8322008,0.112125916,4.05E-07,8,2,1,0.075268413
15,100,2,24,10.8322008,0.13504025,2.87E-07,2,1,1,0.032257891
15,100,2,25,10.8322008,0.09407625,3.52E-07,8,2,1,0.064515782
15,100,2,26,10.8322008,0.141080375,3.07E-07,5,2,1,0.064515782
15,100,2,27,10.8322008,0.110665375,3.07E-07,7,3,1,0.064515782
15,100,2,28,10.8322008,0.10142225,2.78E-07,6,2,1,0.032257891
15,100,2,29,10.8322008,0.111907083,3.21E-07,6,2,1,0.043010521
15,100,2,30,10.8322008,0.112134625,5.42E-07,9,3,1,0.064515782
15,100,4,1,10.8322008,0.080729375,3.83E-07,8,2,1,0.053763152
15,100,4,2,10.8322008,0.128851917,3.56E-07,10,3,1,0.053763152
15,100,4,3,10.8322008,0.1061975,3.30E-07,12,3,1,0.064515782
15,100,4,4,10.8322008,0.093846417,4.40E-07,8,2,1,0.064515782
15,100,4,5,10.8322008,0.0792035,0,8,2,1,0.053763152
15,100,4,6,10.8322008,0.103520875,2.77E-07,11,4,1,0.064515782
15,100,4,7,10.8322008,0.087901833,5.10E-07,8,2,1,0.075268413
15,100,4,8,10.8322008,0.100641917,3.08E-07,9,2,1,0.043010521
15,100,4,9,10.8322008,0.097610167,4.72E-07,8,2,1,0.064515782
15,100,4,10,10.8322008,0.084844,2.97E-07,12,4,0.916666667,0.053763152
15,100,4,11,10.8322008,0.112272584,3.59E-07,4,1,1,0.053763152
15,100,4,12,10.8322008,0.088102542,5.06E-07,4,1,1,0.053763152
15,100,4,13,10.8322008,0.113449083,6.32E-07,4,1,1,0.053763152
15,100,4,14,10.8322008,0.116595125,4.11E-07,4,1,1,0.053763152
15,100,4,15,10.8322008,0.081567917,4.79E-07,8,2,1,0.075268413
15,100,4,16,10.8322008,0.078854167,5.06E-07,8,2,1,0.075268413
15,100,4,17,10.8322008,0.103962958,0,4,1,1,0.053763152
15,100,4,18,10.8322008,0.083252917,5.43E-07,4,1,1,0.053763152
15,100,4,19,10.8322008,0.086491166,4.95E-07,4,1,1,0.053763152
15,100,4,20,10.8322008,0.116292375,5.07E-07,12,3,1,0.096773673
15,100,4,21,10.8322008,0.102623458,3.52E-07,8,2,1,0.075268413
15,100,4,22,10.8322008,0.097727584,5.98E-07,4,1,1,0.053763152
15,100,4,23,10.8322008,0.097672166,0,4,1,1,0.053763152
15,100,4,24,10.8322008,0.103174542,4.31E-07,8,2,1,0.075268413
15,100,4,25,10.8322008,0.103695041,4.61E-07,9,4,1,0.096773673
15,100,4,26,10.8322008,0.108616375,4.22E-07,8,3,1,0.075268413
15,100,4,27,10.8322008,0.0899425,4.96E-07,4,1,1,0.053763152
15,100,4,28,10.8322008,0.08548825,4.50E-07,8,2,1,0.075268413
15,100,4,29,10.8322008,0.1074295,5.18E-07,8,3,0.916666667,0.064515782
15,100,4,30,10.8322008,0.107452917,4.58E-07,12,4,1,0.096773673
20,100,1,1,11.98292909,0.204470417,3.45E-07,2,1,1,0.00574711
20,100,1,2,11.98292909,0.189279417,3.38E-07,0,0,1,0
20,100,1,3,11.98292909,0.175665167,4.47E-07,2,1,1,0.00574711
20,100,1,4,11.98292909,0.20812825,3.12E-07,5,3,1,0.01724133
20,100,1,5,11.98292909,0.184398292,4.94E-07,3,1,1,0.00574711
20,100,1,6,11.98292909,0.204229916,4.18E-07,3,1,1,0.00574711
20,100,1,7,11.98292909,0.215307709,2.95E-07,2,1,1,0.00574711
20,100,1,8,11.98292909,0.255560458,3.47E-07,2,1,1,0.00574711
20,100,1,9,11.98292909,0.246270125,3.82E-07,2,1,1,0.00574711
20,100,1,10,11.98292909,0.264140375,3.86E-07,3,1,1,0.00574711
20,100,1,11,11.98292909,0.254070125,5.50E-07,3,2,1,0.01149422
20,100,1,12,11.98292909,0.201947,2.15E-07,0,0,1,0
20,100,1,13,11.98292909,0.219844167,3.58E-07,0,0,1,0
20,100,1,14,11.98292909,0.159860291,5.61E-07,5,2,1,0.01149422
20,100,1,15,11.98292909,0.169685875,3.98E-07,0,0,1,0
20,100,1,16,11.98292909,0.187392333,3.99E-07,0,0,1,0
20,100,1,17,11.98292909,0.167766916,5.54E-07,2,1,1,0.00574711
20,100,1,18,11.98292909,0.168489625,4.02E-07,0,0,1,0
20,100,1,19,11.98292909,0.207183583,3.76E-07,4,2,1,0.01149422
20,100,1,20,11.98292909,0.237422042,4.73E-07,4,2,1,0.01149422
20,100,1,21,11.98292909,0.269180625,4.16E-07,0,0,1,0
20,100,1,22,11.98292909,0.212041292,3.67E-07,3,1,1,0.00574711
20,100,1,23,11.98292909,0.2082225,3.78E-07,6,3,1,0.02298844
20,100,1,24,11.98292909,0.140414708,4.18E-07,0,0,1,0
20,100,1,25,11.98292909,0.219460875,4.09E-07,2,1,1,0.00574711
20,100,1,26,11.98292909,0.254329041,3.33E-07,0,0,1,0
20,100,1,27,11.98292909,0.216195334,4.51E-07,0,0,1,0
20,100,1,28,11.98292909,0.262945667,4.04E-07,3,1,1,0.00574711
20,100,1,29,11.98292909,0.15061725,4.78E-07,0,0,1,0
20,100,1,30,11.98292909,0.194179792,4.49E-07,0,0,1,0
20,100,2,1,11.98292909,0.201536125,3.45E-07,10,3,1,0.03448266
20,100,2,2,11.98292909,0.219746375,3.42E-07,0,0,1,0.00574711
20,100,2,3,11.98292909,0.306194417,2.85E-07,5,2,1,0.01149422
20,100,2,4,11.98292909,0.226699959,2.34E-07,2,1,1,0.00574711
20,100,2,5,11.98292909,0.295667,4.18E-07,0,0,1,0
20,100,2,6,11.98292909,0.22787925,4.29E-07,6,3,1,0.01724133
20,100,2,7,11.98292909,0.261542583,3.56E-07,2,1,1,0.00574711
20,100,2,8,11.98292909,0.295534666,4.04E-07,14,3,1,0.045976879
20,100,2,9,11.98292909,0.245904541,2.92E-07,10,3,1,0.02298844
20,100,2,10,11.98292909,0.27162075,3.79E-07,18,5,1,0.057471099
20,100,2,11,11.98292909,0.268957875,4.12E-07,0,0,1,0
20,100,2,12,11.98292909,0.245989667,3.14E-07,9,5,0.9375,0.02873555
20,100,2,13,11.98292909,0.206125875,4.85E-07,2,1,1,0.00574711
20,100,2,14,11.98292909,0.245937875,4.29E-07,0,0,1,0
20,100,2,15,11.98292909,0.292481708,0,5,2,1,0.01149422
20,100,2,16,11.98292909,0.234811916,3.89E-07,2,1,1,0.00574711
20,100,2,17,11.98292909,0.1784825,4.88E-07,6,2,1,0.02298844
20,100,2,18,11.98292909,0.22390475,3.68E-07,3,1,1,0.01149422
20,100,2,19,11.98292909,0.273964542,3.94E-07,0,0,1,0
20,100,2,20,11.98292909,0.268895875,4.35E-07,0,0,1,0
20,100,2,21,11.98292909,0.222016542,3.74E-07,2,1,1,0.00574711
20,100,2,22,11.98292909,0.235699167,3.39E-07,0,0,1,0.00574711
20,100,2,23,11.98292909,0.240262792,4.26E-07,2,1,1,0.00574711
20,100,2,24,11.98292909,0.206341083,4.07E-07,9,2,1,0.02298844
20,100,2,25,11.98292909,0.225559458,2.97E-07,5,2,1,0.01149422
20,100,2,26,11.98292909,0.275418875,3.34E-07,2,1,1,0.01149422
20,100,2,27,11.98292909,0.226102334,3.98E-07,4,2,1,0.01149422
20,100,2,28,11.98292909,0.286081542,4.66E-07,2,1,1,0.00574711
20,100,2,29,11.98292909,0.254426667,2.70E-07,6,3,1,0.01724133
20,100,2,30,11.98292909,0.265387875,3.65E-07,2,1,1,0.01149422
20,100,4,1,11.98292909,0.216551917,0,6,2,0.9375,0.01724133
20,100,4,2,11.98292909,0.218566292,4.00E-07,10,3,1,0.02873555
20,100,4,3,11.98292909,0.209870042,3.98E-07,8,3,0.9375,0.02298844
20,100,4,4,11.98292909,0.236589583,3.35E-07,13,3,1,0.040229769
20,100,4,5,11.98292909,0.198215417,4.64E-07,6,2,0.9375,0.01724133
20,100,4,6,11.98292909,0.226490459,3.72E-07,13,5,0.9375,0.045976879
20,100,4,7,11.98292909,0.21794625,3.03E-07,11,4,0.9375,0.040229769
20,100,4,8,11.98292909,0.209063209,4.00E-07,6,2,0.9375,0.01724133
20,100,4,9,11.98292909,0.2600835,3.74E-07,13,3,1,0.040229769
20,100,4,10,11.98292909,0.261295667,4.31E-07,15,4,0.9375,0.040229769
20,100,4,11,11.98292909,0.172440458,4.42E-07,6,2,0.9375,0.01724133
20,100,4,12,11.98292909,0.220853125,2.24E-07,16,5,0.9375,0.045976879
20,100,4,13,11.98292909,0.233080333,2.93E-07,15,4,0.9375,0.040229769
20,100,4,14,11.98292909,0.271058542,3.44E-07,19,5,1,0.051723989
20,100,4,15,11.98292909,0.177505333,4.23E-07,5,1,1,0.01724133
20,100,4,16,11.98292909,0.238395084,4.66E-07,11,4,0.9375,0.040229769
20,100,4,17,11.98292909,0.256014,5.00E-07,7,2,1,0.02298844
20,100,4,18,11.98292909,0.197359375,3.54E-07,13,3,1,0.040229769
20,100,4,19,11.98292909,0.223188,4.06E-07,12,4,1,0.045976879
20,100,4,20,11.98292909,0.226048333,3.96E-07,13,5,0.9375,0.045976879
20,100,4,21,11.98292909,0.20564625,3.95E-07,6,2,0.9375,0.01724133
20,100,4,22,11.98292909,0.246151166,3.69E-07,13,5,0.9375,0.045976879
20,100,4,23,11.98292909,0.194122958,3.60E-07,11,4,0.9375,0.02873555
20,100,4,24,11.98292909,0.219324958,3.78E-07,6,2,0.9375,0.01724133
20,100,4,25,11.98292909,0.251299542,3.26E-07,6,2,0.9375,0.01724133
20,100,4,26,11.98292909,0.19162425,3.82E-07,10,3,1,0.040229769
20,100,4,27,11.98292909,0.191824042,3.57E-07,13,3,1,0.040229769
20,100,4,28,11.98292909,0.186210167,4.00E-07,5,2,1,0.02298844
20,100,4,29,11.98292909,0.202064667,3.67E-07,6,3,0.9375,0.02298844
20,100,4,30,11.98292909,0.179427625,5.56E-07,13,3,1,0.040229769
