m,alpha,k,Time,d_cpdag,SHD,SHDs,TPR,FPR
10,4,12,0.001794815,0,2,0,1,0
10,4,13,0.001722097,4,4,2,0.75,0
10,4,14,0.001681805,2,3,1,0.875,0
10,4,15,0.001965046,2,3,1,0.875,0
10,4,16,0.001694918,4,4,2,0.75,0
10,4,17,0.001787901,4,3,2,0.75,0
10,4,18,0.002066135,2,2,1,0.875,0
10,4,19,0.00206399,4,4,2,0.75,0
10,4,20,0.002236843,4,3,2,0.75,0
10,4,21,0.00199604,2,2,1,0.875,0
10,4,22,0.001925945,2,3,1,0.875,0
10,4,23,0.001748085,4,3,2,0.75,0
10,4,24,0.00197196,2,3,1,0.875,0
10,4,25,0.001923084,2,2,1,0.875,0
10,4,26,0.001906872,2,2,1,0.875,0
10,4,27,0.008846998,0,2,0,1,0
10,4,28,0.001839876,0,2,0,1,0
10,4,29,0.001833916,2,2,1,0.875,0
10,4,30,0.001749992,4,3,2,0.75,0
15,1,1,0.004909039,2,1,1,0.916666667,0
15,1,2,0.004925966,0,0,0,1,0
15,1,3,0.004567862,5,3,2,0.833333333,0
15,1,4,0.014132023,9,5,4,0.75,0.004694836
15,1,5,0.004997015,2,1,0,1,0
15,1,6,0.004757881,6,3,2,0.916666667,0.004694836
15,1,7,0.004554033,6,4,3,0.916666667,0.009389671
15,1,8,0.004743099,0,0,0,1,0
15,1,9,0.00475812,1,1,1,0.916666667,0
15,1,10,0.004844904,6,3,2,0.833333333,0
15,1,11,0.004814148,4,4,2,1,0.009389671
15,1,12,0.005879164,6,4,2,0.916666667,0.004694836
15,1,13,0.004772902,4,2,1,1,0.004694836
15,1,14,0.004655838,4,2,2,0.833333333,0
15,1,15,0.00560689,0,1,0,1,0
15,1,16,0.005050898,4,2,1,0.916666667,0
15,1,17,0.004998207,2,2,1,0.916666667,0
15,1,18,0.004796982,2,2,0,1,0
15,1,19,0.005007029,0,0,0,1,0
15,1,20,0.005290031,0,0,0,1,0
15,1,21,0.005027056,4,2,1,0.916666667,0
15,1,22,0.014192104,6,3,1,0.916666667,0
15,1,23,0.004714966,2,4,1,0.916666667,0
15,1,24,0.005076885,4,3,2,0.833333333,0
15,1,25,0.004997969,2,1,1,0.916666667,0
15,1,26,0.005402088,1,1,1,0.916666667,0
15,1,27,0.004656792,0,2,0,1,0
15,1,28,0.004605055,4,3,1,0.916666667,0
15,1,29,0.004594088,0,1,0,1,0
15,1,30,0.005151033,4,3,1,1,0.004694836
15,2,1,0.00469017,9,4,2,1,0.009389671
15,2,2,0.004662037,4,2,1,1,0.004694836
15,2,3,0.016686916,5,4,3,0.75,0
15,2,4,0.004652023,5,3,2,0.833333333,0
15,2,5,0.004814148,5,3,1,0.916666667,0
15,2,6,0.004767895,7,5,3,0.833333333,0.004694836
15,2,7,0.00505805,3,3,1,0.916666667,0
15,2,8,0.004516125,4,2,1,1,0.004694836
15,2,9,0.004563093,2,1,0,1,0
15,2,10,0.004697084,12,6,5,0.666666667,0.004694836
15,2,11,0.004851818,5,6,2,0.916666667,0.004694836
15,2,12,0.004595041,6,6,2,0.833333333,0
15,2,13,0.004657984,7,6,1,1,0.004694836
15,2,14,0.004609823,3,3,2,0.833333333,0
15,2,15,0.00459218,5,4,3,0.833333333,0.004694836
15,2,16,0.004890919,2,1,1,0.916666667,0
15,2,17,0.005876064,2,3,1,0.916666667,0
15,2,18,0.005271912,11,7,4,0.833333333,0.009389671
15,2,19,0.004778862,6,6,2,0.916666667,0.004694836
15,2,20,0.005323887,4,5,0,1,0
15,2,21,0.005381107,2,3,0,1,0
15,2,22,0.005525112,8,6,2,0.833333333,0
15,2,23,0.005182028,8,8,3,0.833333333,0.004694836
15,2,24,0.005338907,6,6,2,0.916666667,0.004694836
15,2,25,0.005347013,6,5,1,1,0.004694836
15,2,26,0.014173985,6,6,2,0.916666667,0.004694836
15,2,27,0.004715204,6,5,2,0.916666667,0.004694836
15,2,28,0.004648924,2,2,1,0.916666667,0
15,2,29,0.004619837,8,7,2,0.916666667,0.004694836
15,2,30,0.005025148,5,5,2,0.916666667,0.004694836
15,4,1,0.004878998,15,9,6,0.666666667,0.009389671
15,4,2,0.004983187,17,9,7,0.666666667,0.014084507
15,4,3,0.00474596,14,8,5,0.75,0.009389671
15,4,4,0.004901886,13,8,5,0.666666667,0.004694836
15,4,5,0.005007982,17,9,7,0.583333333,0.009389671
15,4,6,0.004848957,15,9,7,0.5,0.004694836
15,4,7,0.004724979,15,10,6,0.666666667,0.009389671
15,4,8,0.005274773,13,8,6,0.666666667,0.009389671
15,4,9,0.004832983,15,11,8,0.5,0.009389671
15,4,10,0.004567862,15,9,7,0.583333333,0.009389671
15,4,11,0.004698992,11,9,5,0.666666667,0.004694836
15,4,12,0.004595995,7,7,3,0.833333333,0.004694836
15,4,13,0.00463295,8,7,3,0.833333333,0.004694836
15,4,14,0.004565954,8,7,3,0.75,0
15,4,15,0.004889011,13,11,6,0.583333333,0.004694836
15,4,16,0.004943132,11,10,5,0.666666667,0.004694836
15,4,17,0.004746914,11,9,5,0.666666667,0.004694836
15,4,18,0.00683403,8,8,3,0.833333333,0.004694836
15,4,19,0.005085945,6,6,2,0.916666667,0.004694836
15,4,20,0.005006075,8,9,4,0.666666667,0
15,4,21,0.004552126,8,7,2,0.916666667,0.004694836
15,4,22,0.004550219,8,7,3,0.833333333,0.004694836
15,4,23,0.004718065,13,10,6,0.583333333,0.004694836
15,4,24,0.005025864,10,9,4,0.75,0.004694836
15,4,25,0.004892111,17,14,9,0.5,0.014084507
15,4,26,0.004827023,11,9,5,0.666666667,0.004694836
15,4,27,0.004602909,14,12,7,0.583333333,0.009389671
15,4,28,0.004563093,8,7,3,0.833333333,0.004694836
15,4,29,0.004612923,10,8,4,0.75,0.004694836
15,4,30,0.004565954,10,9,4,0.75,0.004694836
20,1,1,0.010571003,10,5,4,0.8125,0.002604167
20,1,2,0.019196033,3,2,2,0.875,0
20,1,3,0.010167122,3,2,2,0.875,0
20,1,4,0.010329962,11,6,4,0.8125,0.002604167
20,1,5,0.010632992,10,5,4,0.8125,0.002604167
20,1,6,0.010804892,12,7,5,0.875,0.0078125
20,1,7,0.019125938,12,8,6,0.75,0.005208333
20,1,8,0.010462999,12,6,3,0.9375,0.005208333
20,1,9,0.010252953,11,6,5,0.75,0.002604167
20,1,10,0.010519028,7,4,2,1,0.005208333
20,1,11,0.010728121,6,2,1,0.9375,0
20,1,12,0.010473967,7,4,4,0.75,0
20,1,13,0.019230127,1,1,1,0.9375,0
20,1,14,0.010268927,8,4,3,0.8125,0
20,1,15,0.010118008,2,1,1,0.9375,0
20,1,16,0.010613203,8,5,4,0.875,0.005208333
20,1,17,0.010560036,0,0,0,1,0
20,1,18,0.019159079,2,1,1,0.9375,0
20,1,19,0.010261774,4,2,1,0.9375,0
20,1,20,0.012315989,6,3,2,0.9375,0.002604167
20,1,21,0.010706186,6,2,1,1,0.002604167
20,1,22,0.010173082,0,0,0,1,0
20,1,23,0.010571957,1,1,1,0.9375,0
20,1,24,0.018813133,6,3,2,0.9375,0.002604167
20,1,25,0.010403872,14,9,7,0.75,0.0078125
20,1,26,0.010465145,6,3,2,0.9375,0.002604167
20,1,27,0.010560036,4,1,0,1,0
20,1,28,0.010681152,16,9,5,0.875,0.0078125
20,1,29,0.018766165,8,4,4,0.8125,0.002604167
20,1,30,0.010344982,6,3,2,0.9375,0.002604167
20,2,1,0.010301113,9,5,4,0.75,0
20,2,2,0.010853052,10,8,5,0.8125,0.005208333
20,2,3,0.010678053,12,8,6,0.75,0.005208333
20,2,4,0.010274887,16,8,5,0.75,0.002604167
20,2,5,0.010432959,7,3,2,0.9375,0.002604167
20,2,6,0.010189056,8,4,3,0.8125,0
20,2,7,0.010605812,16,10,8,0.75,0.010416667
20,2,8,0.010482788,17,8,4,0.875,0.005208333
20,2,9,0.010323048,12,6,5,0.75,0.002604167
20,2,10,0.019468069,13,8,6,0.8125,0.0078125
20,2,11,0.010529041,4,3,3,0.875,0.002604167
20,2,12,0.010518074,10,5,4,0.8125,0.002604167
20,2,13,0.010604858,10,6,4,0.9375,0.0078125
20,2,14,0.011166811,10,7,4,0.875,0.005208333
20,2,15,0.020207882,8,4,3,0.875,0.002604167
20,2,16,0.010411978,11,8,4,0.8125,0.002604167
20,2,17,0.010338068,10,5,4,0.8125,0.002604167
20,2,18,0.010298967,8,5,3,0.875,0.002604167
20,2,19,0.010555983,5,3,3,0.8125,0
20,2,20,0.019457102,12,5,1,0.9375,0
20,2,21,0.010098934,0,0,0,1,0
20,2,22,0.010421991,9,7,4,0.9375,0.0078125
20,2,23,0.010277033,14,9,7,0.75,0.0078125
20,2,24,0.012247086,5,2,1,1,0.002604167
20,2,25,0.020172834,9,4,3,0.875,0.002604167
20,2,26,0.010329962,8,5,3,0.875,0.002604167
20,2,27,0.010666132,13,8,6,0.75,0.005208333
20,2,28,0.010293007,14,8,5,0.875,0.0078125
20,2,29,0.010113001,8,4,3,0.875,0.002604167
20,2,30,0.019902945,10,8,5,0.9375,0.010416667
20,4,1,0.010168076,11,7,5,0.75,0.002604167
20,4,2,0.010329962,10,8,6,0.75,0.005208333
20,4,3,0.010020971,8,5,3,0.875,0.002604167
20,4,4,0.010127068,22,12,9,0.625,0.0078125
20,4,5,0.019999027,22,13,9,0.625,0.0078125
20,4,6,0.010118961,18,11,7,0.6875,0.005208333
20,4,7,0.010529995,21,14,10,0.5625,0.0078125
20,4,8,0.010159969,18,10,6,0.6875,0.002604167
20,4,9,0.010238886,18,12,8,0.6875,0.0078125
20,4,10,0.019974947,21,13,9,0.625,0.0078125
20,4,11,0.01040411,18,12,9,0.625,0.0078125
20,4,12,0.01005888,21,12,9,0.625,0.0078125
20,4,13,0.01017499,19,12,8,0.6875,0.0078125
20,4,14,0.010383129,17,11,7,0.75,0.0078125
20,4,15,0.020072937,15,10,6,0.6875,0.002604167
20,4,16,0.010601997,21,13,9,0.625,0.0078125
20,4,17,0.010042906,19,11,7,0.6875,0.005208333
20,4,18,0.010083914,17,10,7,0.75,0.0078125
20,4,19,0.010552883,13,10,7,0.8125,0.010416667
20,4,20,0.01986599,16,9,5,0.75,0.002604167
20,4,21,0.010232925,13,8,6,0.6875,0.002604167
20,4,22,0.010486841,27,16,12,0.5,0.010416667
20,4,23,0.010288,21,13,9,0.5625,0.005208333
20,4,24,0.010196924,24,14,10,0.5625,0.0078125
20,4,25,0.147171974,17,11,7,0.6875,0.005208333
20,4,26,0.010241032,16,10,6,0.75,0.005208333
20,4,27,0.010054111,21,13,9,0.625,0.0078125
20,4,28,0.011502028,16,11,7,0.6875,0.005208333
20,4,29,0.013496876,11,7,5,0.75,0.002604167
20,4,30,0.010751009,22,13,8,0.6875,0.0078125
