30,400,13,0,1500.087508,1.416202674,0.052571942,2,1,1,0.00243309
30,400,14,0,1499.79439,1.722074965,0.061591203,3,1,1,0.00243309
30,400,15,0,1499.999174,1.311208151,0.047302274,4,1,1,0.00243309
30,400,16,0,1499.963867,0.978163391,0.036283751,4,1,1,0.00243309
30,400,17,0,1499.813243,1.300585441,0.048146691,4,1,1,0.00243309
30,400,18,0,1500.136105,2.272994804,0.084364454,6,1,1,0.00243309
30,400,19,0,1499.917732,0.907497272,0.0340635,0,0,1,0
30,400,20,0,1500.008704,1.341343625,0.050315964,3,1,1,0.00243309
30,400,21,0,1499.960513,0.938415487,0.034455674,5,1,1,0.00243309
30,400,22,0,1499.999442,0.676695223,0.02469182,2,1,1,0.00243309
30,400,23,0,1499.995002,1.383004815,0.051015714,4,1,1,0.00243309
30,400,24,0,1499.988455,0.718872728,0.02654459,3,1,1,0.00243309
30,400,25,0,1500.08344,1.355899845,0.050111737,0,0,1,0
30,400,26,0,1500.021732,1.776102048,0.066541526,8,3,1,0.00729927
30,400,27,0,1499.990271,1.369229984,0.05004006,9,2,1,0.00486618
30,400,28,0,1500.010561,2.42596829,0.091700902,0,0,1,0
30,400,29,0,1499.949186,1.147331752,0.041643361,0,0,1,0
30,400,30,0,1499.961952,0.864678838,0.031823766,4,2,1,0.00486618
